voto,genero,edad,ponderado,inverso,homo_pon,estado,partido
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,51,0.16,6.25,302009.1398928702,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,42,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,30,0.55,1.8181818181818181,87857.20433247133,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,59,0.45,2.2222222222222223,107381.02751746497,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,45,0.21,4.761904761904762,230102.20182313918,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,45,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,30,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,22,2.84,0.35211267605633806,17014.599430584236,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,61,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,35,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,46,0.55,1.8181818181818181,87857.20433247133,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,20,0.35,2.857142857142857,138061.3210938835,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,63,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,38,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,55,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,50,0.48,2.0833333333333335,100669.7132976234,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,26,1.08,0.9259259259259258,44742.094798943726,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,39,1.58,0.6329113924050632,30583.20403978432,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,49,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,54,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,49,3.59,0.2785515320334262,13460.017376841013,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,23,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,46,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,57,0.57,1.7543859649122808,84774.49540852498,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,33,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,41,4.16,0.24038461538461536,11615.736149725775,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,37,0.25,4.0,193285.84953143692,NA,MORENA-PT-Partido Verde
Ninguno,Mujer,30,0.44,2.272727272727273,109821.50541558917,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,56,0.17,5.88235294117647,284243.89636976016,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,21,0.79,1.2658227848101264,61166.40807956864,NA,NS
Ninguno,Mujer,38,0.44,2.272727272727273,109821.50541558917,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,50,0.16,6.25,302009.1398928702,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,53,0.48,2.0833333333333335,100669.7132976234,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,61,3.36,0.2976190476190476,14381.387613946199,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,37,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,55,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,43,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,29,0.99,1.0101010101010102,48809.55796248407,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,32,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,70,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,18,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,21,0.91,1.0989010989010988,53100.50811303211,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,28,0.81,1.2345679012345678,59656.12639859164,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,45,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,36,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,59,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,23,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,42,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,54,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,38,1.79,0.5586592178770949,26995.230381485602,NA,PAN-PRI-PRD
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,51,0.56,1.7857142857142856,86288.32568367719,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,27,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,44,1.4,0.7142857142857143,34515.33027347088,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,36,0.21,4.761904761904762,230102.20182313918,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,42,2.24,0.4464285714285714,21572.081420919298,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,24,6.89,0.14513788098693758,7013.274656438204,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,23,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,43,0.27,3.7037037037037033,178968.3791957749,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,30,1.79,0.5586592178770949,26995.230381485602,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,50,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,1.39,0.7194244604316548,34763.64200205701,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,25,0.99,1.0101010101010102,48809.55796248407,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,43,0.25,4.0,193285.84953143692,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,32,0.27,3.7037037037037033,178968.3791957749,NA,Movimiento Ciudadano
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,28,1.17,0.8547008547008548,41300.395199024984,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,43,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,55,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,51,0.16,6.25,302009.1398928702,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,24,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,48,0.58,1.7241379310344829,83312.8661773435,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,58,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,42,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,65,1.17,0.8547008547008548,41300.395199024984,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,33,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,18,5.93,0.16863406408094436,8148.644583956026,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,67,1.28,0.78125,37751.14248660878,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,45,0.69,1.4492753623188408,70031.10490269455,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,28,0.35,2.857142857142857,138061.3210938835,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,58,0.43,2.3255813953488373,112375.49391362612,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,26,2.41,0.41493775933609955,20050.39932898723,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Mujer,43,2.24,0.4464285714285714,21572.081420919298,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,47,0.53,1.8867924528301885,91172.57053369665,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,74,2.9,0.3448275862068966,16662.573235468702,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,36,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,69,0.2,5.0,241607.31191429615,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,63,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,50,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
NS/NC,Hombre,62,0.35,2.857142857142857,138061.3210938835,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,67,0.47,2.127659574468085,102811.62209118984,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,49,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
NS/NC,Hombre,36,0.44,2.272727272727273,109821.50541558917,NA,NS
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,41,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,42,1.46,0.684931506849315,33096.892043054264,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,47,0.6,1.6666666666666667,80535.77063809872,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,27,0.41,2.4390243902439024,117857.2253240469,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,32,0.6,1.6666666666666667,80535.77063809872,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,73,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,60,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,53,1.08,0.9259259259259258,44742.094798943726,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,60,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,66,1.33,0.7518796992481203,36331.926603653556,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,24,0.35,2.857142857142857,138061.3210938835,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,36,0.71,1.4084507042253522,68058.39772233694,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,44,1.72,0.5813953488372093,28093.87347840653,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,48,1.9,0.5263157894736842,25432.34862255749,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,57,0.47,2.127659574468085,102811.62209118984,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,33,1.46,0.684931506849315,33096.892043054264,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,59,1.13,0.8849557522123894,42762.35609102587,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,45,0.19,5.2631578947368425,254323.48622557492,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,64,1.33,0.7518796992481203,36331.926603653556,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,30,0.5,2.0,96642.92476571846,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,67,1.29,0.7751937984496123,37458.4979712087,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,53,0.53,1.8867924528301885,91172.57053369665,NA,PAN-PRI-PRD
Ninguno,Mujer,72,2.23,0.4484304932735426,21668.817212044498,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,34,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,48,0.67,1.4925373134328357,72121.58564605855,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,53,0.4,2.5,120803.65595714808,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,47,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,63,3.62,0.27624309392265195,13348.470271508075,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,54,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,23,2.02,0.49504950495049505,23921.516031118434,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,63,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,37,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,40,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,56,1.52,0.6578947368421053,31790.435778196865,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,54,0.53,1.8867924528301885,91172.57053369665,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,29,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,65,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,46,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,23,0.79,1.2658227848101264,61166.40807956864,NA,NS
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,30,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,54,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,27,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,48,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,70,0.34,2.941176470588235,142121.94818488008,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,60,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,37,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,59,0.63,1.5873015873015872,76700.73394104639,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,43,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,27,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,65,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,56,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,29,0.71,1.4084507042253522,68058.39772233694,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,45,0.76,1.3157894736842106,63580.87155639373,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,20,1.11,0.9009009009009008,43532.84899356687,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,49,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,33,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,55,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,29,0.69,1.4492753623188408,70031.10490269455,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,28,0.32,3.125,151004.5699464351,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,57,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
Ninguno,Hombre,30,2.82,0.3546099290780142,17135.27034853164,NA,Ninguno
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,25,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,54,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,54,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,43,0.23,4.3478260869565215,210093.3147080836,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,67,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,58,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,29,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,27,2.6,0.3846153846153846,18585.17783956124,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,57,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,35,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,67,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,30,0.78,1.282051282051282,61950.592798537466,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,45,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,50,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,27,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,39,0.27,3.7037037037037033,178968.3791957749,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,66,1.48,0.6756756756756757,32649.636745175154,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,58,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,22,0.39,2.564102564102564,123901.18559707493,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,47,0.49,2.0408163265306123,98615.22935277394,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,20,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Hombre,64,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,37,1.56,0.641025641025641,30975.296399268733,NA,MORENA-PT-Partido Verde
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,54,0.18,5.555555555555555,268452.56879366236,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,48,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,50,1.15,0.8695652173913044,42018.66294161672,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,26,0.38,2.6315789473684212,127161.74311278746,NA,MORENA-PT-Partido Verde
"Jorge Álvarez Máynez, Movimiento Ciudadano",Hombre,47,0.65,1.5384615384615383,74340.71135824495,NA,Movimiento Ciudadano
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,66,0.22,4.545454545454546,219643.01083117834,NA,MORENA-PT-Partido Verde
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,43,1.39,0.7194244604316548,34763.64200205701,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,58,0.98,1.0204081632653061,49307.61467638697,NA,PAN-PRI-PRD
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,36,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
"Claudia Sheinbaum, Morena-PT-Partido Verde",Mujer,68,1.27,0.7874015748031495,38048.39557705451,NA,MORENA-PT-Partido Verde
NS/NC,Mujer,22,0.79,1.2658227848101264,61166.40807956864,NA,NS
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Mujer,40,0.65,1.5384615384615383,74340.71135824495,NA,PAN-PRI-PRD
Ninguno,Hombre,27,1.24,0.8064516129032259,38968.921276499386,NA,Ninguno
"Xóchitl Gálvez, Frente Amplio PAN-PRI-PRD",Hombre,41,1.42,0.7042253521126761,34029.19886116847,NA,PAN-PRI-PRD
