estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon,N_estado,rango_edad,total
25,99,Hombres,62,64505.73313434006,NR,1,68641.61336690582,SINALOA,60-64,-68641.61336690582
25,7,Mujeres,25,71834.52425729156,MORENA-PT-Partido Verde,1,76440.30074343362,SINALOA,25-29,76440.30074343362
25,2,Mujeres,73,86466.24439835144,PAN-PRI-PRD,1,92010.15520464478,SINALOA,65-100,92010.15520464478
25,7,Mujeres,27,99302.88540954396,MORENA-PT-Partido Verde,1,105669.83638964892,SINALOA,25-29,105669.83638964892
25,7,Mujeres,24,71834.52425729156,MORENA-PT-Partido Verde,1,76440.30074343362,SINALOA,20-24,76440.30074343362
25,7,Mujeres,39,52348.590503384905,MORENA-PT-Partido Verde,1,55704.99760311865,SINALOA,35-39,55704.99760311865
25,7,Hombres,31,66781.72864019462,MORENA-PT-Partido Verde,1,71063.53768194806,SINALOA,30-34,-71063.53768194806
26,99,Hombres,33,175421.87651195272,NR,1,186669.3088900081,SONORA,30-34,-186669.3088900081
26,4,Mujeres,67,86466.24439835144,MORENA-PT-Partido Verde,1,92010.15520464478,SONORA,65-100,92010.15520464478
26,7,Mujeres,33,71599.9443206376,MORENA-PT-Partido Verde,1,76190.68036811131,SONORA,30-34,76190.68036811131
26,7,Hombres,74,46662.678858350475,MORENA-PT-Partido Verde,1,49654.52534565248,SONORA,65-100,-49654.52534565248
26,7,Mujeres,47,49586.577424869254,MORENA-PT-Partido Verde,1,52765.89398181775,SONORA,45-49,52765.89398181775
26,7,Mujeres,37,71599.9443206376,MORENA-PT-Partido Verde,1,76190.68036811131,SONORA,35-39,76190.68036811131
26,99,Mujeres,60,86466.24439835144,NR,1,92010.15520464478,SONORA,60-64,92010.15520464478
26,7,Mujeres,37,51794.54671341547,MORENA-PT-Partido Verde,1,55115.430478283175,SONORA,35-39,55115.430478283175
26,2,Mujeres,27,157232.60251206192,PAN-PRI-PRD,1,167313.80275654557,SONORA,25-29,167313.80275654557
26,99,Mujeres,35,439670.1152341346,NR,1,467860.21323146624,SONORA,35-39,467860.21323146624
2,1,Hombres,56,96805.85518882748,PAN-PRI-PRD,1,103012.70539295222,BAJA CALIFORNIA,55-59,-103012.70539295222
2,7,Mujeres,54,50514.985140333905,MORENA-PT-Partido Verde,1,53753.82792745724,BAJA CALIFORNIA,50-54,53753.82792745724
2,4,Hombres,54,147790.2792558302,MORENA-PT-Partido Verde,1,157266.07101633283,BAJA CALIFORNIA,50-54,-157266.07101633283
2,5,Mujeres,28,85372.26562510624,MORENA-PT-Partido Verde,1,90846.03436862062,BAJA CALIFORNIA,25-29,90846.03436862062
2,5,Hombres,70,46758.914886358085,MORENA-PT-Partido Verde,1,49756.931688553945,BAJA CALIFORNIA,65-100,-49756.931688553945
2,1,Hombres,37,148041.252978711,PAN-PRI-PRD,1,157533.13628966847,BAJA CALIFORNIA,35-39,-157533.13628966847
2,99,Hombres,39,114659.91961181747,NR,1,122011.509493022,BAJA CALIFORNIA,35-39,-122011.509493022
2,6,Mujeres,31,51901.366586815275,Movimiento Ciudadano,1,55229.09926543643,BAJA CALIFORNIA,30-34,55229.09926543643
2,7,Hombres,18,101515.63560252058,MORENA-PT-Partido Verde,1,108024.46032528464,BAJA CALIFORNIA,18-18,-108024.46032528464
2,5,Mujeres,67,62677.64996865344,MORENA-PT-Partido Verde,1,66696.31995243863,BAJA CALIFORNIA,65-100,66696.31995243863
2,7,Hombres,38,57413.31133391728,MORENA-PT-Partido Verde,1,61094.450480689986,BAJA CALIFORNIA,35-39,-61094.450480689986
2,4,Hombres,36,177664.0119607698,MORENA-PT-Partido Verde,1,189055.2021605088,BAJA CALIFORNIA,35-39,-189055.2021605088
2,7,Mujeres,50,43339.15227724177,MORENA-PT-Partido Verde,1,46117.90595524902,BAJA CALIFORNIA,50-54,46117.90595524902
2,98,Mujeres,21,99507.68538021222,NS,1,105887.76741253784,BAJA CALIFORNIA,20-24,105887.76741253784
2,7,Hombres,27,118323.9762321268,MORENA-PT-Partido Verde,1,125910.49250840663,BAJA CALIFORNIA,25-29,-125910.49250840663
2,7,Hombres,44,92580.1431159917,MORENA-PT-Partido Verde,1,98516.05555720229,BAJA CALIFORNIA,40-44,-98516.05555720229
2,4,Hombres,42,103256.149018024,MORENA-PT-Partido Verde,1,109876.56932586116,BAJA CALIFORNIA,40-44,-109876.56932586116
2,99,Mujeres,56,42880.46202501438,NR,1,45629.8061008843,BAJA CALIFORNIA,55-59,45629.8061008843
2,1,Hombres,37,206213.28956452804,PAN-PRI-PRD,1,219434.9588109823,BAJA CALIFORNIA,35-39,-219434.9588109823
2,7,Hombres,69,64638.76826417931,MORENA-PT-Partido Verde,1,68783.17824033536,BAJA CALIFORNIA,65-100,-68783.17824033536
2,96,Hombres,25,264868.90548485384,Ninguno,1,281851.36606916675,BAJA CALIFORNIA,25-29,-281851.36606916675
2,4,Mujeres,64,193142.09679152665,MORENA-PT-Partido Verde,1,205525.6872319727,BAJA CALIFORNIA,60-64,205525.6872319727
2,7,Hombres,38,114659.91961181747,MORENA-PT-Partido Verde,1,122011.509493022,BAJA CALIFORNIA,35-39,-122011.509493022
2,7,Hombres,35,56805.663863369184,MORENA-PT-Partido Verde,1,60447.842796224555,BAJA CALIFORNIA,35-39,-60447.842796224555
2,7,Hombres,37,79367.23372669582,MORENA-PT-Partido Verde,1,84455.98099199774,BAJA CALIFORNIA,35-39,-84455.98099199774
2,7,Hombres,61,37725.39990649837,MORENA-PT-Partido Verde,1,40144.21957038748,BAJA CALIFORNIA,60-64,-40144.21957038748
2,98,Hombres,70,64638.76826417931,NS,1,68783.17824033536,BAJA CALIFORNIA,65-100,-68783.17824033536
2,7,Hombres,27,85594.1547499988,MORENA-PT-Partido Verde,1,91082.15024206517,BAJA CALIFORNIA,25-29,-91082.15024206517
2,98,Mujeres,58,86552.46667887685,NS,1,92101.9057538729,BAJA CALIFORNIA,55-59,92101.9057538729
2,6,Mujeres,25,85372.26562510624,Movimiento Ciudadano,1,90846.03436862062,BAJA CALIFORNIA,25-29,90846.03436862062
8,7,Hombres,49,196206.4914098743,MORENA-PT-Partido Verde,1,208786.56003157617,COAHUILA DE ZARAGOZA,45-49,-208786.56003157617
8,2,Hombres,54,96805.85518882748,PAN-PRI-PRD,1,103012.70539295222,COAHUILA DE ZARAGOZA,50-54,-103012.70539295222
8,7,Hombres,40,63405.43733492907,MORENA-PT-Partido Verde,1,67470.77047926499,COAHUILA DE ZARAGOZA,40-44,-67470.77047926499
8,96,Mujeres,33,84521.69826096325,Ninguno,1,89940.93162325039,COAHUILA DE ZARAGOZA,30-34,89940.93162325039
8,7,Hombres,37,79367.23372669582,MORENA-PT-Partido Verde,1,84455.98099199774,COAHUILA DE ZARAGOZA,35-39,-84455.98099199774
8,7,Hombres,32,56805.663863369184,MORENA-PT-Partido Verde,1,60447.842796224555,COAHUILA DE ZARAGOZA,30-34,-60447.842796224555
8,96,Hombres,47,87650.65187124659,Ninguno,1,93270.50270978866,COAHUILA DE ZARAGOZA,45-49,-93270.50270978866
8,7,Hombres,72,37725.39990649837,MORENA-PT-Partido Verde,1,40144.21957038748,COAHUILA DE ZARAGOZA,65-100,-40144.21957038748
8,7,Mujeres,47,68689.05441347824,MORENA-PT-Partido Verde,1,73093.15446068942,COAHUILA DE ZARAGOZA,45-49,73093.15446068942
8,7,Hombres,68,64638.76826417931,MORENA-PT-Partido Verde,1,68783.17824033536,COAHUILA DE ZARAGOZA,65-100,-68783.17824033536
8,2,Hombres,74,64638.76826417931,PAN-PRI-PRD,1,68783.17824033536,COAHUILA DE ZARAGOZA,65-100,-68783.17824033536
8,96,Hombres,28,118323.9762321268,Ninguno,1,125910.49250840663,COAHUILA DE ZARAGOZA,25-29,-125910.49250840663
8,7,Mujeres,33,133828.60459191867,MORENA-PT-Partido Verde,1,142409.22298642408,COAHUILA DE ZARAGOZA,30-34,142409.22298642408
8,96,Hombres,80,46758.914886358085,Ninguno,1,49756.931688553945,COAHUILA DE ZARAGOZA,65-100,-49756.931688553945
8,6,Hombres,50,66299.5041727169,Movimiento Ciudadano,1,70550.39468140682,COAHUILA DE ZARAGOZA,50-54,-70550.39468140682
8,1,Mujeres,48,68689.05441347824,PAN-PRI-PRD,1,73093.15446068942,COAHUILA DE ZARAGOZA,45-49,73093.15446068942
8,1,Hombres,50,96805.85518882748,PAN-PRI-PRD,1,103012.70539295222,COAHUILA DE ZARAGOZA,50-54,-103012.70539295222
8,7,Hombres,67,44742.75096299734,MORENA-PT-Partido Verde,1,47611.49844119569,COAHUILA DE ZARAGOZA,65-100,-47611.49844119569
8,7,Mujeres,60,42926.092719569526,MORENA-PT-Partido Verde,1,45678.362474730864,COAHUILA DE ZARAGOZA,60-64,45678.362474730864
8,1,Mujeres,50,59277.25770865782,PAN-PRI-PRD,1,63077.90652676155,COAHUILA DE ZARAGOZA,50-54,63077.90652676155
10,7,Mujeres,53,69831.09908111095,MORENA-PT-Partido Verde,1,74308.42300682192,DURANGO,50-54,74308.42300682192
10,2,Mujeres,32,71747.6103873006,PAN-PRI-PRD,1,76347.81426246121,DURANGO,30-34,76347.81426246121
10,7,Hombres,29,85594.1547499988,MORENA-PT-Partido Verde,1,91082.15024206517,DURANGO,25-29,-91082.15024206517
10,7,Mujeres,73,42926.092719569526,MORENA-PT-Partido Verde,1,45678.362474730864,DURANGO,65-100,45678.362474730864
10,6,Hombres,26,118323.9762321268,Movimiento Ciudadano,1,125910.49250840663,DURANGO,25-29,-125910.49250840663
10,7,Hombres,73,44269.20538939503,MORENA-PT-Partido Verde,1,47107.590794612945,DURANGO,65-100,-47107.590794612945
10,2,Mujeres,31,160607.44102409767,PAN-PRI-PRD,1,170905.0240180179,DURANGO,30-34,170905.0240180179
10,4,Hombres,76,99096.87243074192,MORENA-PT-Partido Verde,1,105450.61458482045,DURANGO,65-100,-105450.61458482045
10,98,Mujeres,37,71747.6103873006,NS,1,76347.81426246121,DURANGO,35-39,76347.81426246121
10,7,Hombres,60,32366.373002495715,MORENA-PT-Partido Verde,1,34441.590751313284,DURANGO,60-64,-34441.590751313284
14,2,Hombres,38,92508.3768756311,PAN-PRI-PRD,1,98439.6879184783,JALISCO,35-39,-98439.6879184783
14,7,Hombres,67,64638.76826417931,MORENA-PT-Partido Verde,1,68783.17824033536,JALISCO,65-100,-68783.17824033536
14,4,Mujeres,47,49688.84363355261,MORENA-PT-Partido Verde,1,52874.71713932412,JALISCO,45-49,52874.71713932412
14,7,Mujeres,33,71747.6103873006,MORENA-PT-Partido Verde,1,76347.81426246121,JALISCO,30-34,76347.81426246121
14,1,Mujeres,29,71982.67411618224,PAN-PRI-PRD,1,76597.94944906351,JALISCO,25-29,76597.94944906351
14,98,Mujeres,36,84521.69826096325,NS,1,89940.93162325039,JALISCO,35-39,89940.93162325039
14,7,Hombres,28,85594.1547499988,MORENA-PT-Partido Verde,1,91082.15024206517,JALISCO,25-29,-91082.15024206517
14,1,Mujeres,33,598183.2678512849,PAN-PRI-PRD,1,636536.6704520324,JALISCO,30-34,636536.6704520324
14,7,Hombres,39,92508.3768756311,MORENA-PT-Partido Verde,1,98439.6879184783,JALISCO,35-39,-98439.6879184783
14,7,Hombres,39,79367.23372669582,MORENA-PT-Partido Verde,1,84455.98099199774,JALISCO,35-39,-84455.98099199774
14,1,Mujeres,30,71747.6103873006,PAN-PRI-PRD,1,76347.81426246121,JALISCO,30-34,76347.81426246121
14,1,Mujeres,62,86644.57037793948,PAN-PRI-PRD,1,92199.91481746345,JALISCO,60-64,92199.91481746345
14,99,Mujeres,18,85372.26562510624,NR,1,90846.03436862062,JALISCO,18-18,90846.03436862062
14,98,Hombres,35,82943.619842718,NS,1,88261.67237938973,JALISCO,35-39,-88261.67237938973
14,6,Mujeres,64,174324.471707259,Movimiento Ciudadano,1,185501.54235747535,JALISCO,60-64,185501.54235747535
14,7,Hombres,38,78527.23168365157,MORENA-PT-Partido Verde,1,83562.12097887343,JALISCO,35-39,-83562.12097887343
14,7,Hombres,20,72657.98242094199,MORENA-PT-Partido Verde,1,77316.55614193283,JALISCO,20-24,-77316.55614193283
14,7,Hombres,23,100441.22066699828,MORENA-PT-Partido Verde,1,106881.15769129767,JALISCO,20-24,-106881.15769129767
14,7,Mujeres,69,59340.336843369405,MORENA-PT-Partido Verde,1,63145.03007324345,JALISCO,65-100,63145.03007324345
14,1,Hombres,38,79367.23372669582,PAN-PRI-PRD,1,84455.98099199774,JALISCO,35-39,-84455.98099199774
14,5,Mujeres,42,49688.84363355261,MORENA-PT-Partido Verde,1,52874.71713932412,JALISCO,40-44,52874.71713932412
14,7,Hombres,36,78527.23168365157,MORENA-PT-Partido Verde,1,83562.12097887343,JALISCO,35-39,-83562.12097887343
14,7,Mujeres,28,84468.7078950819,MORENA-PT-Partido Verde,1,89884.54370189425,JALISCO,25-29,89884.54370189425
14,98,Hombres,53,147790.2792558302,NS,1,157266.07101633283,JALISCO,50-54,-157266.07101633283
14,4,Mujeres,63,86644.57037793948,MORENA-PT-Partido Verde,1,92199.91481746345,JALISCO,60-64,92199.91481746345
14,97,Mujeres,41,80918.59087190602,Ninguno,1,86106.80568898603,JALISCO,40-44,86106.80568898603
14,4,Mujeres,25,61757.2798680956,MORENA-PT-Partido Verde,1,65716.938965242,JALISCO,25-29,65716.938965242
14,96,Mujeres,61,62677.64996865344,Ninguno,1,66696.31995243863,JALISCO,60-64,66696.31995243863
14,6,Mujeres,18,84468.7078950819,Movimiento Ciudadano,1,89884.54370189425,JALISCO,18-18,89884.54370189425
14,7,Hombres,56,194768.46027802012,MORENA-PT-Partido Verde,1,207256.32741245785,JALISCO,55-59,-207256.32741245785
14,7,Mujeres,65,62677.64996865344,MORENA-PT-Partido Verde,1,66696.31995243863,JALISCO,65-100,66696.31995243863
14,1,Mujeres,32,84521.69826096325,PAN-PRI-PRD,1,89940.93162325039,JALISCO,30-34,89940.93162325039
14,7,Mujeres,85,62677.64996865344,MORENA-PT-Partido Verde,1,66696.31995243863,JALISCO,65-100,66696.31995243863
14,7,Hombres,39,78527.23168365157,MORENA-PT-Partido Verde,1,83562.12097887343,JALISCO,35-39,-83562.12097887343
14,6,Mujeres,59,119262.8296180902,Movimiento Ciudadano,1,126909.54186411736,JALISCO,55-59,126909.54186411736
14,7,Hombres,28,100441.22066699828,MORENA-PT-Partido Verde,1,106881.15769129767,JALISCO,25-29,-106881.15769129767
14,6,Hombres,36,159682.84025095103,Movimiento Ciudadano,1,169921.14110241877,JALISCO,35-39,-169921.14110241877
14,7,Hombres,29,100441.22066699828,MORENA-PT-Partido Verde,1,106881.15769129767,JALISCO,25-29,-106881.15769129767
14,2,Mujeres,52,132692.48439246436,PAN-PRI-PRD,1,141200.25876448647,JALISCO,50-54,141200.25876448647
14,7,Mujeres,39,71747.6103873006,MORENA-PT-Partido Verde,1,76347.81426246121,JALISCO,35-39,76347.81426246121
14,6,Hombres,19,100441.22066699828,Movimiento Ciudadano,1,106881.15769129767,JALISCO,19-19,-106881.15769129767
14,7,Mujeres,40,69423.81794461276,MORENA-PT-Partido Verde,1,73875.02843947517,JALISCO,40-44,73875.02843947517
14,6,Hombres,25,238061.8261132219,Movimiento Ciudadano,1,253325.5112603957,JALISCO,25-29,-253325.5112603957
14,7,Hombres,56,47960.271457365976,MORENA-PT-Partido Verde,1,51035.315008237754,JALISCO,55-59,-51035.315008237754
14,97,Mujeres,40,154754.7839017237,Ninguno,1,164677.1151509657,JALISCO,40-44,164677.1151509657
14,96,Hombres,39,92508.3768756311,Ninguno,1,98439.6879184783,JALISCO,35-39,-98439.6879184783
14,98,Hombres,28,118323.9762321268,NS,1,125910.49250840663,JALISCO,25-29,-125910.49250840663
14,6,Mujeres,50,59277.25770865782,Movimiento Ciudadano,1,63077.90652676155,JALISCO,50-54,63077.90652676155
14,7,Hombres,31,79367.23372669582,MORENA-PT-Partido Verde,1,84455.98099199774,JALISCO,30-34,-84455.98099199774
14,2,Hombres,59,133391.23258327987,PAN-PRI-PRD,1,141943.80822628227,JALISCO,55-59,-141943.80822628227
18,7,Mujeres,56,42880.46202501438,MORENA-PT-Partido Verde,1,45629.8061008843,NAYARIT,55-59,45629.8061008843
18,6,Hombres,49,163492.05734073094,Movimiento Ciudadano,1,173974.59176490083,NAYARIT,45-49,-173974.59176490083
18,2,Mujeres,22,85372.26562510624,PAN-PRI-PRD,1,90846.03436862062,NAYARIT,20-24,90846.03436862062
18,4,Hombres,58,157140.4740896789,MORENA-PT-Partido Verde,1,167215.76738446247,NAYARIT,55-59,-167215.76738446247
18,98,Hombres,68,64638.76826417931,NS,1,68783.17824033536,NAYARIT,65-100,-68783.17824033536
18,7,Hombres,41,63405.43733492907,MORENA-PT-Partido Verde,1,67470.77047926499,NAYARIT,40-44,-67470.77047926499
18,7,Hombres,40,87650.65187124659,MORENA-PT-Partido Verde,1,93270.50270978866,NAYARIT,40-44,-93270.50270978866
18,7,Hombres,23,73435.201385223525,MORENA-PT-Partido Verde,1,78143.60764658799,NAYARIT,20-24,-78143.60764658799
18,7,Hombres,40,88588.24670385972,MORENA-PT-Partido Verde,1,94268.21281814456,NAYARIT,40-44,-94268.21281814456
18,7,Hombres,48,87650.65187124659,MORENA-PT-Partido Verde,1,93270.50270978866,NAYARIT,45-49,-93270.50270978866
25,4,Mujeres,37,52456.55302386358,MORENA-PT-Partido Verde,1,55819.88229985374,SINALOA,35-39,55819.88229985374
25,7,Hombres,32,92508.3768756311,MORENA-PT-Partido Verde,1,98439.6879184783,SINALOA,30-34,-98439.6879184783
25,7,Mujeres,73,59340.336843369405,MORENA-PT-Partido Verde,1,63145.03007324345,SINALOA,65-100,63145.03007324345
25,7,Hombres,24,220706.0631487695,MORENA-PT-Partido Verde,1,234856.95795192404,SINALOA,20-24,-234856.95795192404
25,2,Mujeres,55,110568.04038994692,PAN-PRI-PRD,1,117657.27339889432,SINALOA,55-59,117657.27339889432
25,7,Mujeres,53,50514.985140333905,MORENA-PT-Partido Verde,1,53753.82792745724,SINALOA,50-54,53753.82792745724
25,7,Hombres,23,101515.63560252058,MORENA-PT-Partido Verde,1,108024.46032528464,SINALOA,20-24,-108024.46032528464
25,7,Mujeres,67,42926.092719569526,MORENA-PT-Partido Verde,1,45678.362474730864,SINALOA,65-100,45678.362474730864
25,5,Mujeres,32,84521.69826096325,MORENA-PT-Partido Verde,1,89940.93162325039,SINALOA,30-34,89940.93162325039
25,7,Mujeres,63,50568.74001489781,MORENA-PT-Partido Verde,1,53811.02937509784,SINALOA,60-64,53811.02937509784
25,2,Mujeres,30,52456.55302386358,PAN-PRI-PRD,1,55819.88229985374,SINALOA,30-34,55819.88229985374
25,1,Mujeres,20,85372.26562510624,PAN-PRI-PRD,1,90846.03436862062,SINALOA,20-24,90846.03436862062
25,7,Hombres,53,56499.21399125622,MORENA-PT-Partido Verde,1,60121.74443851566,SINALOA,50-54,-60121.74443851566
25,7,Mujeres,51,59277.25770865782,MORENA-PT-Partido Verde,1,63077.90652676155,SINALOA,50-54,63077.90652676155
25,7,Mujeres,26,85372.26562510624,MORENA-PT-Partido Verde,1,90846.03436862062,SINALOA,25-29,90846.03436862062
25,7,Mujeres,52,69831.09908111095,MORENA-PT-Partido Verde,1,74308.42300682192,SINALOA,50-54,74308.42300682192
25,7,Hombres,44,127981.29364813492,MORENA-PT-Partido Verde,1,136187.00307608856,SINALOA,40-44,-136187.00307608856
25,7,Hombres,69,64638.76826417931,MORENA-PT-Partido Verde,1,68783.17824033536,SINALOA,65-100,-68783.17824033536
25,7,Mujeres,48,68689.05441347824,MORENA-PT-Partido Verde,1,73093.15446068942,SINALOA,45-49,73093.15446068942
25,7,Mujeres,34,51901.366586815275,MORENA-PT-Partido Verde,1,55229.09926543643,SINALOA,30-34,55229.09926543643
25,7,Mujeres,29,61103.656970758726,MORENA-PT-Partido Verde,1,65021.4080716807,SINALOA,25-29,65021.4080716807
25,96,Mujeres,52,86552.46667887685,Ninguno,1,92101.9057538729,SINALOA,50-54,92101.9057538729
25,7,Hombres,35,78527.23168365157,MORENA-PT-Partido Verde,1,83562.12097887343,SINALOA,35-39,-83562.12097887343
25,7,Mujeres,47,50220.36281834746,MORENA-PT-Partido Verde,1,53440.315460698104,SINALOA,45-49,53440.315460698104
25,7,Mujeres,28,169946.74698455245,MORENA-PT-Partido Verde,1,180843.13335657373,SINALOA,25-29,180843.13335657373
25,7,Mujeres,19,85372.26562510624,MORENA-PT-Partido Verde,1,90846.03436862062,SINALOA,19-19,90846.03436862062
25,7,Mujeres,37,52456.55302386358,MORENA-PT-Partido Verde,1,55819.88229985374,SINALOA,35-39,55819.88229985374
25,2,Mujeres,25,61103.656970758726,PAN-PRI-PRD,1,65021.4080716807,SINALOA,25-29,65021.4080716807
25,7,Mujeres,49,68689.05441347824,MORENA-PT-Partido Verde,1,73093.15446068942,SINALOA,45-49,73093.15446068942
25,7,Hombres,29,73435.201385223525,MORENA-PT-Partido Verde,1,78143.60764658799,SINALOA,25-29,-78143.60764658799
26,7,Mujeres,32,170053.36090735852,MORENA-PT-Partido Verde,1,180956.5829883071,SONORA,30-34,180956.5829883071
26,7,Mujeres,34,52456.55302386358,MORENA-PT-Partido Verde,1,55819.88229985374,SONORA,30-34,55819.88229985374
26,7,Mujeres,27,84468.7078950819,MORENA-PT-Partido Verde,1,89884.54370189425,SONORA,25-29,89884.54370189425
26,1,Mujeres,23,84468.7078950819,PAN-PRI-PRD,1,89884.54370189425,SONORA,20-24,89884.54370189425
26,1,Hombres,19,101515.63560252058,PAN-PRI-PRD,1,108024.46032528464,SONORA,19-19,-108024.46032528464
26,7,Mujeres,60,59340.336843369405,MORENA-PT-Partido Verde,1,63145.03007324345,SONORA,60-64,63145.03007324345
26,7,Hombres,55,66299.5041727169,MORENA-PT-Partido Verde,1,70550.39468140682,SONORA,55-59,-70550.39468140682
26,7,Mujeres,31,52456.55302386358,MORENA-PT-Partido Verde,1,55819.88229985374,SONORA,30-34,55819.88229985374
26,7,Mujeres,34,71747.6103873006,MORENA-PT-Partido Verde,1,76347.81426246121,SONORA,30-34,76347.81426246121
26,99,Mujeres,27,84468.7078950819,NR,1,89884.54370189425,SONORA,25-29,89884.54370189425
1,99,Hombres,53,61627.030218069965,NR,1,65578.3381667732,AGUASCALIENTES,50-54,-65578.3381667732
1,2,Hombres,72,41149.32219032891,PAN-PRI-PRD,1,43787.671682086875,AGUASCALIENTES,65-100,-43787.671682086875
1,1,Mujeres,44,142924.51214177383,PAN-PRI-PRD,1,152088.32806624676,AGUASCALIENTES,40-44,152088.32806624676
1,2,Mujeres,32,66691.17979968285,PAN-PRI-PRD,1,70967.18316895794,AGUASCALIENTES,30-34,70967.18316895794
1,98,Mujeres,30,176122.73098392008,NS,1,187415.09968027883,AGUASCALIENTES,30-34,187415.09968027883
1,1,Mujeres,23,175757.97148812795,PAN-PRI-PRD,1,187026.95309135583,AGUASCALIENTES,20-24,187026.95309135583
1,96,Hombres,63,92246.2931068352,Ninguno,1,98160.80026224528,AGUASCALIENTES,60-64,-98160.80026224528
1,5,Hombres,40,81473.45050169609,MORENA-PT-Partido Verde,1,86697.24096241569,AGUASCALIENTES,40-44,-86697.24096241569
1,96,Hombres,35,72993.0056083474,Ninguno,1,77673.05983519275,AGUASCALIENTES,35-39,-77673.05983519275
1,98,Mujeres,51,55099.6783104008,NS,1,58632.475463021685,AGUASCALIENTES,50-54,58632.475463021685
11,98,Mujeres,29,56797.361632775785,NS,1,60439.00825587001,GUANAJUATO,25-29,60439.00825587001
